#separator:tab
#html:true
#tags column:3

انت اللي ابتدي	You started it	Conflict_Resolution
اعمل حساب كلامك	Watch what you say	Conflict_Resolution
مش هقول حاجة تاني	I'm not saying another word	Conflict_Resolution
خلاص، انتهى	Alright, it's over — done	Conflict_Resolution
ده فيلم تحفة	This movie is amazing	Entertainment
بتتفرج على إيه؟	What are you watching?	Entertainment
في حاجة حلوة على النتفليكس؟	Anything good on Netflix?	Entertainment
دي أغنية بتجنن	This song is an absolute banger	Entertainment
قاعد بخلص مسلسل	I'm binging a series	Entertainment
الملعب هيولع	The stadium's gonna go crazy	Entertainment
معاك تذاكر؟	Got tickets?	Entertainment
دي لعبة تجنن	This game is insane	Entertainment
محدش يكلمني دلوقتي بتفرج	Nobody talk to me, I'm watching	Entertainment
حفظت الأغنية دي خلاص	I learned this song by heart	Entertainment
خلصوا الموسم؟	Did they finish the season?	Entertainment
عندك توصية؟	Got a recommendation?	Entertainment
النهاية دهشتني	The ending blew my mind	Entertainment
دي قصة من النوع اللي بحبه	This is exactly the kind of story I love	Entertainment
الحلقة دي قعدت أفكر فيها	That episode stayed with me	Entertainment
الجو حلو النهارده	The weather's nice today	Weather_Environment
شمس زي النار	The sun is brutal	Weather_Environment
برد موت	It's freezing	Weather_Environment
هتمطر؟	Is it gonna rain?	Weather_Environment
رطوبة قاتلة	The humidity is unbearable	Weather_Environment
الهواء وحش	The air quality is terrible	Weather_Environment
الجو ماشي	The weather's decent	Weather_Environment
حر خانق	The heat is suffocating	Weather_Environment
هتنزل في المطرة دي دلوقتي؟	Are you going out in this rain now?	Weather_Environment
في عاصفة جاية	There's a storm coming	Weather_Environment
برد الليل بياخد في الدماغ	The cold at night hits different	Weather_Environment
الجو مش ثابت	The weather's all over the place	Weather_Environment
الدفا جميل أوي	The warmth feels nice	Weather_Environment
الشتا جاي بدري السنة دي	Winter came early this year	Weather_Environment
أنا بتاع صيف	I'm a summer person at heart	Weather_Environment
بتشتغل إيه؟	What do you do for work?	Small_Talk
ساكن فين؟	Where do you live?	Small_Talk
من أيام الجامعة؟	Since college?	Small_Talk
متجوز؟	Are you married?	Small_Talk
عندك عيال؟	You got kids?	Small_Talk
بتاكل هنا كتير؟	You come here often to eat?	Small_Talk
الحي ده عامل معاك إيه؟	How's the neighborhood treating you?	Small_Talk
بتسافر كتير؟	Do you travel a lot?	Small_Talk
من أهل فين؟	Where are you originally from?	Small_Talk
بتحب الكورة؟	Are you into football?	Small_Talk
إيه هوايتك؟	What are your hobbies?	Small_Talk
عارفنا من قبل؟	Have we met before?	Small_Talk
وشك معروف	Your face looks familiar	Small_Talk
طول عمرك هنا؟	Have you always been here?	Small_Talk
ناوي تعمل إيه الويك إند؟	What are you planning this weekend?	Small_Talk
حاسس إن في حاجة غلط	I feel like something's off	Intuition_Opinions
دي مش فكرة كويسة	That's not a good idea	Intuition_Opinions
في حاجة مش ماشية	Something's not right here	Intuition_Opinions
ده مش طبيعي خالص	That's completely abnormal	Intuition_Opinions
قلبي بيقولي لأ	My gut says no	Intuition_Opinions
شكله مش مريح	It doesn't look right	Intuition_Opinions
ده مش زي ما قالوا	This isn't what they said it would be	Intuition_Opinions
مش مقتنع	I'm not convinced	Intuition_Opinions
مش واثق من الموضوع	I'm not sure about this	Intuition_Opinions
لازم نتأكد الأول	We need to verify first	Intuition_Opinions
الأمور مش واضحة	Things aren't clear	Intuition_Opinions
في تفاصيل ناقصة	There are missing details	Intuition_Opinions
ما فيش دليل	There's no proof	Intuition_Opinions
مش هصدق أي كلام	I won't trust the first thing I hear	Intuition_Opinions
ده مش آخره	This isn't the end of it	Intuition_Opinions
إيه المشكلة؟	What's the problem?	Problem_Solving
محتاج حل دلوقتي	I need a solution right now	Problem_Solving
مين المسؤول؟	Who's responsible?	Problem_Solving
إيه الخطوة الجاية؟	What's the next step?	Problem_Solving
لازم نتكلم بجدية	We need to talk seriously	Problem_Solving
ده بياخد وقت	This takes time	Problem_Solving
مش في إيدينا	It's out of our hands	Problem_Solving
محتاج خبير	I need an expert	Problem_Solving
جربنا الطريقة دي؟	Have we tried this approach?	Problem_Solving
لازم نفكر تاني	We need to rethink this	Problem_Solving
في بديل؟	Is there an alternative?	Problem_Solving
الموضوع معقد	This is complicated	Problem_Solving
ما تقدرش تحله لوحدك	You can't solve this alone	Problem_Solving
دي مسؤوليته مش بتاعتي	That's his responsibility, not mine	Problem_Solving
الحل في إيدك	The solution is in your hands	Problem_Solving
قصدك إيه؟	What do you mean?	Communication_Clarity
مش فاهمك	I'm not following you	Communication_Clarity
فهّمني أكتر	Spell it out for me	Communication_Clarity
قولها صريح من غير لف ودوران	Just say it straight	Communication_Clarity
اتكلم واضح	Speak clearly	Communication_Clarity
مش لازم تلف وتدور	No need to beat around the bush	Communication_Clarity
قول اللي في دماغك	Say what's on your mind	Communication_Clarity
الكلام مش واصل	The message isn't getting through	Communication_Clarity
جيب مثال	Give me an example	Communication_Clarity
اشرح تاني	Explain it again	Communication_Clarity
ده قصده إيه بالظبط؟	What exactly does that mean?	Communication_Clarity
لأ، مش كده	No, that's not it	Communication_Clarity
فاهم غلط	You've got it wrong	Communication_Clarity
بالظبط ده قصدي	Exactly, that's what I meant	Communication_Clarity
الشغل يهد الحيل	Work is exhausting	Work_Business
في اجتماع مهم	There's an important meeting	Work_Business
الملف اتبعت	The file was sent	Work_Business
محتاج وقت زيادة	I need a deadline extension	Work_Business
الدليفري اتأخر	The delivery is late	Work_Business
الكلاينت مش راضي	The client isn't happy	Work_Business
عندنا تارجت كبير	We have a big target	Work_Business
البريزنتيشن جاهز	The presentation is ready	Work_Business
البودجيت خلص	The budget is gone	Work_Business
محتاج ألاقي عذر عشان غبت	I need to justify my absence	Work_Business
الشغل من البيت نعمة	Remote work is a blessing	Work_Business
كل يوم نفس الروتين	Same routine every single day	Work_Business
محتاج أتدرب على ده	I need training on this	Work_Business
في حاجة مش ماشية في الشركة	Something's off in the company	Work_Business
بص في التقرير	Take a look at the report	Work_Business
شغال في حاجة دلوقتي؟	Working on anything right now?	Work_Business
سلّم على الكل	Say hi to everyone for me	Work_Business
طول عمره بيتأخر	He's always late	Work_Business
ده مش شغلتي	That's outside my area	Work_Business
خلص التدريب؟	Done with the training?	Work_Business
ما عندكش مانع؟	You don't have any objections?	Negotiation_Persuasion
ده في مصلحتنا الاتنين	This is best for both of us	Negotiation_Persuasion
خليني أفكر	Let me think about it	Negotiation_Persuasion
ممكن نوصل لحل وسط؟	Can we reach a middle ground?	Negotiation_Persuasion
ده آخر كلامي	That's my final offer	Negotiation_Persuasion
ما فيش كلام تاني	There's no more room to negotiate	Negotiation_Persuasion
عرضك مش كافي	Your offer isn't enough	Negotiation_Persuasion
متفقين على إيه بالظبط؟	What exactly did we agree on?	Negotiation_Persuasion
الاتفاق ده محتاج توقيع	This agreement needs a signature	Negotiation_Persuasion
في شروط تانية؟	Are there other conditions?	Negotiation_Persuasion
ده معقول أوي	That's very reasonable	Negotiation_Persuasion
ممكن نمشي الدنيا كده	We can work with that	Negotiation_Persuasion
ما ينفعش كده	That won't work	Negotiation_Persuasion
ده مش في مصلحتي	That's not in my interest	Negotiation_Persuasion
نكمّل بكره؟	Can we continue this tomorrow?	Negotiation_Persuasion
إنت فاكر نفسك مين؟	Who do you think you are?	Street_Slang
ده ولا في الأحلام	Not even in your dreams	Street_Slang
عدّي من هنا	Move along / Get out of here	Street_Slang
شوف حالك	Go deal with your own problems	Street_Slang
مش دخلك	None of your business	Street_Slang
ما تسألش في اللي مش شغلك	Don't ask about things that aren't your business	Street_Slang
ده واد بجح	That guy's a real piece of work	Street_Slang
دي قصة تانية	That's a different story	Street_Slang
كلامك بيروح في الهوا	You're talking to thin air	Street_Slang
فوق لنفسك	Get yourself together	Street_Slang
ده مش وقته	This isn't the time for that	Street_Slang
باظت الدنيا	Everything's gone to pieces	Street_Slang
ده راجل فاضي	That guy has nothing going on	Street_Slang
بيتمسكن	He's faking it / He's putting on an act	Street_Slang
الدنيا مش كده	Life doesn't work that way	Street_Slang
الواد ده فهلوي	That guy is street-smart / cunning	Street_Slang
ما بيخليش حاجة	He never lets anything slide	Street_Slang
ده فيه حاجة	There's something off about him	Street_Slang
ما بيبانش عليه حاجة	It doesn't show on him	Street_Slang
ده راجل يخوف	That guy is intimidating	Street_Slang
بتحاول تعمل إيه بالظبط؟	What exactly are you trying to do?	Street_Slang
الجيم أحسن قرار أخدته	Going to the gym is the best thing I ever did	Health_Fitness
لازم تتحرك أكتر	You need to move more	Health_Fitness
بتروح جيم؟	Do you go to the gym?	Health_Fitness
بتاكل صح؟	Are you eating right?	Health_Fitness
البروتين مهم	Protein is important	Health_Fitness
محتاج تنام أكتر	You need more sleep	Health_Fitness
السكر ده سُمّ	Sugar is poison	Health_Fitness
لازم أتحرك أكتر	I need to move more	Health_Fitness
بداية الأسبوع جيم	Sunday is gym day (Egypt start)	Health_Fitness
بطل صودا	Cut out the soda	Health_Fitness
شرب مية كفاية؟	Drinking enough water?	Health_Fitness
الضغط العالي خطير	High blood pressure is dangerous	Health_Fitness
بيتبع دايت؟	Is he on a diet plan?	Health_Fitness
الضغط بيأثر على صحتك	Stress affects your health	Health_Fitness
استنى ساعة بعد الأكل	Wait after you eat	Health_Fitness
بتتفلسف دلوقتي؟	Are you philosophizing right now?	Deep_Talk
الحياة مش سهلة	Life isn't easy	Deep_Talk
في حاجات فوق طاقتنا	There are things bigger than us	Deep_Talk
كل ده ليه؟	What's the point of all this?	Deep_Talk
الزمن بيتغير	Times are changing	Deep_Talk
محتاج أفكر في حياتي	I need to think about my life	Deep_Talk
مش عارف أوصف الإحساس ده	I can't describe this feeling	Deep_Talk
في حاجات مش بنقدر نفسرها	There are things we can't explain	Deep_Talk
النجاح محتاج تضحية	Success requires sacrifice	Deep_Talk
في حكمة وراء اللي بيحصل	There's wisdom in what happens	Deep_Talk
الصبر مفتاح الفرج	Patience is the key to relief	Deep_Talk
كل أزمة وراها فرصة	Behind every crisis is an opportunity	Deep_Talk
ربنا دايماً بيعوّض	God compensates	Deep_Talk
مش لازم تفهم كل حاجة	You don't need to understand everything	Deep_Talk
بعد الليل الصبح بيجي	After every dark night comes a dawn	Deep_Talk
ما عندكش نت؟	You don't have internet?	Technology_Digital
النت واقف	The internet's down	Technology_Digital
الشبكة ضعيفة	The signal's weak	Technology_Digital
التليفون مش بيشتغل	The phone isn't working	Technology_Digital
بطارية الموبايل فصلت	My phone battery's dead	Technology_Digital
حمّل التطبيق ده	Download this app	Technology_Digital
ابعتلي اللوكيشن	Send me your location	Technology_Digital
الشاشة اتكسرت	The screen cracked	Technology_Digital
الباسورد بتاعي نسيته	I forgot my password	Technology_Digital
أبديت الموبايل؟	Did you update your phone?	Technology_Digital
في رسالة جاتلك	You got a message	Technology_Digital
لايك الصورة	Like the photo	Technology_Digital
الستوري بتاعته حلوة	His story was nice	Technology_Digital
شير المنشور	Share the post	Technology_Digital
الأونلاين بتاعك ظاهر	Your online status is showing	Technology_Digital
شاطر بس محلك سر	Smart but going nowhere	Idioms_B1
تعبان من جوه	Broken on the inside	Idioms_B1
قلبه أبيض	He has a pure heart	Idioms_B1
عنده بجاحة	He's got a thick face / shameless	Idioms_B1
ضربت معاه	He hit the jackpot	Idioms_B1
